styles,title,description,gender,product_type,images
SEVE-WJ1681,7 For All Mankind Megaflare in Clean White,Every person should own at least 7 pairs of jeans  one for every day of the week. - 7 For All Mankind. Changing the perception of denim from everyday basics to effortless statement pieces  7 For All Mankind quickly reshaped the industry. Born in Los Angeles  CA  this denim brand gained a vast following for its innovative use of alluring fabrics and prints instantly becoming a favorite amongst Hollywood elite.,Women,Jeans,https://is4.revolveassets.com/images/p4/n/z/SEVE-WJ1681_V1.jpg||https://is4.revolveassets.com/images/p4/n/z/SEVE-WJ1681_V2.jpg||https://is4.revolveassets.com/images/p4/n/z/SEVE-WJ1681_V3.jpg||https://is4.revolveassets.com/images/p4/n/z/SEVE-WJ1681_V4.jpg
SPDW-WJ52,superdown Mia Jean in Dark Wash,superdown is a contemporary label offering on-demand  on-trend  on-social apparel. Always on the pulse of the latest styles  superdown is the go-to for aspiring  trendy  fashion-loving babes who are #superdown for anything.,Women,Jeans,https://is4.revolveassets.com/images/p4/n/z/SPDW-WJ52_V1.jpg||https://is4.revolveassets.com/images/p4/n/z/SPDW-WJ52_V2.jpg||https://is4.revolveassets.com/images/p4/n/z/SPDW-WJ52_V3.jpg||https://is4.revolveassets.com/images/p4/n/z/SPDW-WJ52_V4.jpg
REDR-WJ255,Orginals 70's Stove Pipe in Echo,Iconic. Responsible. Individual. Launched in Los Angeles in 2014 by industry veterans Sean Barron and Jamie Mazur  RE/DONE started with a simple idea of taking the old and making it new again. This is present in everything RE/DONE does from upcycling vintage Levi's to reimagining vintage Hanes tees with recycled fabric. Today  they continue to honor their exclusive heritage partnerships  while expanding their offering to also include recycled knits  upcycled ready to wear  and sneakers handmade in Italy by expert artisans. As of 2020  RE/DONE has upcycled nearly 100 000 pairs of vintage Levis.,Women,Jeans,https://is4.revolveassets.com/images/p4/n/z/REDR-WJ255_V1.jpg||https://is4.revolveassets.com/images/p4/n/z/REDR-WJ255_V2.jpg||https://is4.revolveassets.com/images/p4/n/z/REDR-WJ255_V3.jpg||https://is4.revolveassets.com/images/p4/n/z/REDR-WJ255_V4.jpg
NILR-WJ18,NILI LOTAN Denim Corette Jean in Blue Denim,Fashion is constantly changing  and designer Nili Lotan understands that it is about the expression of a certain point of view. Her pieces express self-creativity and individuality through contrast and contradiction.,Women,Jeans,https://is4.revolveassets.com/images/p4/n/z/NILR-WJ18_V1.jpg||https://is4.revolveassets.com/images/p4/n/z/NILR-WJ18_V2.jpg||https://is4.revolveassets.com/images/p4/n/z/NILR-WJ18_V3.jpg||https://is4.revolveassets.com/images/p4/n/z/NILR-WJ18_V4.jpg
SEVE-WJ1682,7 For All Mankind Jennifer in Clean White,Every person should own at least 7 pairs of jeans  one for every day of the week. - 7 For All Mankind. Changing the perception of denim from everyday basics to effortless statement pieces  7 For All Mankind quickly reshaped the industry. Born in Los Angeles  CA  this denim brand gained a vast following for its innovative use of alluring fabrics and prints instantly becoming a favorite amongst Hollywood elite.,Women,Jeans,https://is4.revolveassets.com/images/p4/n/z/SEVE-WJ1682_V1.jpg||https://is4.revolveassets.com/images/p4/n/z/SEVE-WJ1682_V2.jpg||https://is4.revolveassets.com/images/p4/n/z/SEVE-WJ1682_V3.jpg||https://is4.revolveassets.com/images/p4/n/z/SEVE-WJ1682_V4.jpg
LOVF-WJ259,Lovers and Friends Mckensie in Sunset Embellish,Constantly inspired by the laid back Los Angeles lifestyle in which the brand was founded  Lovers and Friends exudes ease and wearability  creating an effortlessly chic look that is California cool.,Women,Jeans,https://is4.revolveassets.com/images/p4/n/z/LOVF-WJ259_V1.jpg||https://is4.revolveassets.com/images/p4/n/z/LOVF-WJ259_V2.jpg||https://is4.revolveassets.com/images/p4/n/z/LOVF-WJ259_V3.jpg||https://is4.revolveassets.com/images/p4/n/z/LOVF-WJ259_V4.jpg||https://is4.revolveassets.com/images/p4/n/z/LOVF-WJ259_V5.jpg
LOVF-WJ260,Lovers and Friends Easton in Castle,Constantly inspired by the laid back Los Angeles lifestyle in which the brand was founded  Lovers and Friends exudes ease and wearability  creating an effortlessly chic look that is California cool.,Women,Jeans,https://is4.revolveassets.com/images/p4/n/z/LOVF-WJ260_V1.jpg||https://is4.revolveassets.com/images/p4/n/z/LOVF-WJ260_V2.jpg||https://is4.revolveassets.com/images/p4/n/z/LOVF-WJ260_V3.jpg||https://is4.revolveassets.com/images/p4/n/z/LOVF-WJ260_V4.jpg
LOVF-WJ261,Lovers and Friends Mckensie in Sunset,Constantly inspired by the laid back Los Angeles lifestyle in which the brand was founded  Lovers and Friends exudes ease and wearability  creating an effortlessly chic look that is California cool.,Women,Jeans,https://is4.revolveassets.com/images/p4/n/z/LOVF-WJ261_V1.jpg||https://is4.revolveassets.com/images/p4/n/z/LOVF-WJ261_V2.jpg||https://is4.revolveassets.com/images/p4/n/z/LOVF-WJ261_V3.jpg||https://is4.revolveassets.com/images/p4/n/z/LOVF-WJ261_V4.jpg
LEIV-WJ318,LEVI'S Baggy Boot in Flea Market Find,Levi Strauss & Co.  established in 1853  is a brand with a loyal  worldwide following. Their innovation with the co-invention of the blue jean was an integral part in creating their culture of self-expression and American cool that still resonates today. Each ready-to-wear design produced by the iconic label is made with special attention to craftsmanship  progress  and sustainability.,Women,Jeans,https://is4.revolveassets.com/images/p4/n/z/LEIV-WJ318_V1.jpg||https://is4.revolveassets.com/images/p4/n/z/LEIV-WJ318_V2.jpg||https://is4.revolveassets.com/images/p4/n/z/LEIV-WJ318_V3.jpg||https://is4.revolveassets.com/images/p4/n/z/LEIV-WJ318_V4.jpg
AWAR-WJ8,Alexander Wang Contrast Waistband Relaxed Straight Jean in Washed Black,Alexander Wang adds measured depth to his signature tough-sexy pieces using a sultry scarlet and feminine blush alongside his favorite black and grey hues. Expect luxe hybrids of your favorite outerwear as well as layers  chunky knits  and sleek satins in this collection.,Women,Jeans,https://is4.revolveassets.com/images/p4/n/z/AWAR-WJ8_V1.jpg||https://is4.revolveassets.com/images/p4/n/z/AWAR-WJ8_V2.jpg||https://is4.revolveassets.com/images/p4/n/z/AWAR-WJ8_V3.jpg||https://is4.revolveassets.com/images/p4/n/z/AWAR-WJ8_V4.jpg
AWAR-WJ9,Alexander Wang Logo Webbing Relaxed Straight Jean in Washed Black,Alexander Wang adds measured depth to his signature tough-sexy pieces using a sultry scarlet and feminine blush alongside his favorite black and grey hues. Expect luxe hybrids of your favorite outerwear as well as layers  chunky knits  and sleek satins in this collection.,Women,Jeans,https://is4.revolveassets.com/images/p4/n/z/AWAR-WJ9_V1.jpg||https://is4.revolveassets.com/images/p4/n/z/AWAR-WJ9_V2.jpg||https://is4.revolveassets.com/images/p4/n/z/AWAR-WJ9_V3.jpg||https://is4.revolveassets.com/images/p4/n/z/AWAR-WJ9_V4.jpg
AWAR-WJ10,Alexander Wang Logo Webbing Relaxed Straight Jean in Vintage White,Alexander Wang adds measured depth to his signature tough-sexy pieces using a sultry scarlet and feminine blush alongside his favorite black and grey hues. Expect luxe hybrids of your favorite outerwear as well as layers  chunky knits  and sleek satins in this collection.,Women,Jeans,https://is4.revolveassets.com/images/p4/n/z/AWAR-WJ10_V1.jpg||https://is4.revolveassets.com/images/p4/n/z/AWAR-WJ10_V2.jpg||https://is4.revolveassets.com/images/p4/n/z/AWAR-WJ10_V3.jpg||https://is4.revolveassets.com/images/p4/n/z/AWAR-WJ10_V4.jpg
REDR-WJ256,RE/DONE Originals 70's Bootcut in Crystal Blue,Iconic. Responsible. Individual. Launched in Los Angeles in 2014 by industry veterans Sean Barron and Jamie Mazur  RE/DONE started with a simple idea of taking the old and making it new again. This is present in everything RE/DONE does from upcycling vintage Levi's to reimagining vintage Hanes tees with recycled fabric. Today  they continue to honor their exclusive heritage partnerships  while expanding their offering to also include recycled knits  upcycled ready to wear  and sneakers handmade in Italy by expert artisans. As of 2020  RE/DONE has upcycled nearly 100 000 pairs of vintage Levis.,Women,Jeans,https://is4.revolveassets.com/images/p4/n/z/REDR-WJ256_V1.jpg||https://is4.revolveassets.com/images/p4/n/z/REDR-WJ256_V2.jpg||https://is4.revolveassets.com/images/p4/n/z/REDR-WJ256_V3.jpg||https://is4.revolveassets.com/images/p4/n/z/REDR-WJ256_V4.jpg
REDR-WJ257,RE/DONE Originals 70's Ultra High Rise Stove Pipe in Worn Crystal Blue,Iconic. Responsible. Individual. Launched in Los Angeles in 2014 by industry veterans Sean Barron and Jamie Mazur  RE/DONE started with a simple idea of taking the old and making it new again. This is present in everything RE/DONE does from upcycling vintage Levi's to reimagining vintage Hanes tees with recycled fabric. Today  they continue to honor their exclusive heritage partnerships  while expanding their offering to also include recycled knits  upcycled ready to wear  and sneakers handmade in Italy by expert artisans. As of 2020  RE/DONE has upcycled nearly 100 000 pairs of vintage Levis.,Women,Jeans,https://is4.revolveassets.com/images/p4/n/z/REDR-WJ257_V1.jpg||https://is4.revolveassets.com/images/p4/n/z/REDR-WJ257_V2.jpg||https://is4.revolveassets.com/images/p4/n/z/REDR-WJ257_V3.jpg||https://is4.revolveassets.com/images/p4/n/z/REDR-WJ257_V4.jpg
NJAC-WL6,Nana Jacqueline Alena Necklace in Green,,Women,Necklaces,https://is4.revolveassets.com/images/p4/n/z/NJAC-WL6_V1.jpg||https://is4.revolveassets.com/images/p4/n/z/NJAC-WL6_V2.jpg||https://is4.revolveassets.com/images/p4/n/z/NJAC-WL6_V3.jpg
8OTH-WL1506,8 Other Reasons Devout Choker in Gold,8 Other Reasons  helmed by designer Charles Lichaa  is an original Australian accessories line  which launched in 2010. Over the years  the brand has developed a dedicated following  wowing both local and international fashion stylists and bloggers alike. Diversity in design  quality and affordability are what make the line so loved and craved. The 8 Other Reasons girl is unapologetically sexy showcasing a beautiful intensity and a perfectly undone look. She's the stone cold fox in boots  the life of the party and the girl with the great accessories.,Women,Necklaces,https://is4.revolveassets.com/images/p4/n/z/8OTH-WL1506_V1.jpg||https://is4.revolveassets.com/images/p4/n/z/8OTH-WL1506_V2.jpg||https://is4.revolveassets.com/images/p4/n/z/8OTH-WL1506_V3.jpg
MIRR-WL89,MIRANDA FRYE x REVOLVE Chloe Choker in Gold,MIRANDA FRYE believes every person deserves to feel confident  valued and seen. Her stylish  inspiring  and affordable collections promise to execute on that vision and deliver confidence and care with style unique to you.,Women,Necklaces,https://is4.revolveassets.com/images/p4/n/z/MIRR-WL89_V1.jpg||https://is4.revolveassets.com/images/p4/n/z/MIRR-WL89_V2.jpg
EMMR-WL58,EMMA PILLS I Heart You Necklace in Gold & Black,,Women,Necklaces,https://is4.revolveassets.com/images/p4/n/z/EMMR-WL58_V1.jpg||https://is4.revolveassets.com/images/p4/n/z/EMMR-WL58_V2.jpg
EMMR-WL59,EMMA PILLS I Heart You Necklace in Silver & Black,,Women,Necklaces,https://is4.revolveassets.com/images/p4/n/z/EMMR-WL59_V1.jpg||https://is4.revolveassets.com/images/p4/n/z/EMMR-WL59_V2.jpg
TSNR-WL211,The M Jewelers NY Pave Array Hoops in Gold,Born in the heart of NYC's diamond district  The M Jewelers has turned classic  everyday jewelry into a nationwide cult favorite. From subtle bling to rainbow baguette rings  The M Jewelers knows how to enhance an entire look through a single piece of jewelry. Founder Mark Shami was inspired by his parents and uncles who were heavily involved in the jewelry industry while he was growing up. He wanted to prove that chic designs could still be made at affordable prices. The M Jewelers continues to grow with many upcoming collaborations and drops  thanks to their strong influencer base and millions of happy customers.,Women,Earrings,https://is4.revolveassets.com/images/p4/n/z/TSNR-WL211_V1.jpg||https://is4.revolveassets.com/images/p4/n/z/TSNR-WL211_V2.jpg
TSNR-WL212,The M Jewelers NY Emerald Cross Necklace in Gold,Born in the heart of NYC's diamond district  The M Jewelers has turned classic  everyday jewelry into a nationwide cult favorite. From subtle bling to rainbow baguette rings  The M Jewelers knows how to enhance an entire look through a single piece of jewelry. Founder Mark Shami was inspired by his parents and uncles who were heavily involved in the jewelry industry while he was growing up. He wanted to prove that chic designs could still be made at affordable prices. The M Jewelers continues to grow with many upcoming collaborations and drops  thanks to their strong influencer base and millions of happy customers.,Women,Necklaces,https://is4.revolveassets.com/images/p4/n/z/TSNR-WL212_V1.jpg||https://is4.revolveassets.com/images/p4/n/z/TSNR-WL212_V2.jpg
TSNR-WL213,The M Jewelers NY Flower Cut Script Pendant Necklace in Gold,Born in the heart of NYC's diamond district  The M Jewelers has turned classic  everyday jewelry into a nationwide cult favorite. From subtle bling to rainbow baguette rings  The M Jewelers knows how to enhance an entire look through a single piece of jewelry. Founder Mark Shami was inspired by his parents and uncles who were heavily involved in the jewelry industry while he was growing up. He wanted to prove that chic designs could still be made at affordable prices. The M Jewelers continues to grow with many upcoming collaborations and drops  thanks to their strong influencer base and millions of happy customers.,Women,Necklaces,https://is4.revolveassets.com/images/p4/n/z/TSNR-WL213_V1.jpg||https://is4.revolveassets.com/images/p4/n/z/TSNR-WL213_V2.jpg
TSNR-WL214,The M Jewelers NY Herringbone Initial Necklace in Gold,Born in the heart of NYC's diamond district  The M Jewelers has turned classic  everyday jewelry into a nationwide cult favorite. From subtle bling to rainbow baguette rings  The M Jewelers knows how to enhance an entire look through a single piece of jewelry. Founder Mark Shami was inspired by his parents and uncles who were heavily involved in the jewelry industry while he was growing up. He wanted to prove that chic designs could still be made at affordable prices. The M Jewelers continues to grow with many upcoming collaborations and drops  thanks to their strong influencer base and millions of happy customers.,Women,Necklaces,https://is4.revolveassets.com/images/p4/n/z/TSNR-WL214_V1.jpg||https://is4.revolveassets.com/images/p4/n/z/TSNR-WL214_V2.jpg
JENR-WL180,Jenny Bird Playful Squiggle Earrings in Gold,Self-taught designer Jenny Bird grew up immersed in the scenic nature of Elora  a tiny  artistic town in Ontario  Canada. With an innate desire to build something and an eye for beauty  Jenny is committed to a personal philosophy where each piece designed is deeply inspired and well thought-out  produced in the highest quality  and sold at a fair price. Since the line's debut in 2008  Jenny Bird is carried in over 700 retailers worldwide  and most recently was bestowed the honor of being named Canada's Accessory Designer of the Year.,Women,Earrings,https://is4.revolveassets.com/images/p4/n/z/JENR-WL180_V1.jpg||https://is4.revolveassets.com/images/p4/n/z/JENR-WL180_V2.jpg||https://is4.revolveassets.com/images/p4/n/z/JENR-WL180_V3.jpg
JENR-WL181,Jenny Bird Playful Squiggle Ring in Gold,Self-taught designer Jenny Bird grew up immersed in the scenic nature of Elora  a tiny  artistic town in Ontario  Canada. With an innate desire to build something and an eye for beauty  Jenny is committed to a personal philosophy where each piece designed is deeply inspired and well thought-out  produced in the highest quality  and sold at a fair price. Since the line's debut in 2008  Jenny Bird is carried in over 700 retailers worldwide  and most recently was bestowed the honor of being named Canada's Accessory Designer of the Year.,Women,Rings,https://is4.revolveassets.com/images/p4/n/z/JENR-WL181_V1.jpg||https://is4.revolveassets.com/images/p4/n/z/JENR-WL181_V2.jpg||https://is4.revolveassets.com/images/p4/n/z/JENR-WL181_V3.jpg
